created at,beneficiary,emitter,amount,status
2017-05-25 21:31:53 UTC,Rivigo,Cloudflare,35070,suspicious
2017-10-23 16:54:34 UTC,bitFlyer,Urban Ladder,127408,healthy
2018-01-14 22:39:45 UTC,AppNexus,Pinterest,142254,suspicious
2017-09-14 02:53:02 UTC,Updater,CyberX,124053,suspicious
2017-10-10 16:27:05 UTC,Ancient Nutrition,Peel,190660,suspicious
2017-04-04 15:19:56 UTC,Acorns,MedGenome Inc.,184711,healthy
2018-01-03 00:13:46 UTC,Dwolla,AWAL,120437,healthy
2017-02-19 08:29:50 UTC,HQTrivia,Quikr,695,suspicious
2017-03-10 19:19:08 UTC,Influenster,Power Ledger,93854,suspicious
2017-08-08 15:15:40 UTC,Rocket Lab,MedGenome Inc.,164757,suspicious
2017-10-17 17:06:09 UTC,Intuit,Showpad,153855,healthy
2017-10-13 01:12:34 UTC,Octiv,Curatio Healthcare,161993,suspicious
2017-06-03 02:36:27 UTC,Moderna Therapeutics,Ledger,9775,suspicious
2017-10-04 22:23:10 UTC,RedLock,DecaWave,110501,suspicious
2018-01-30 14:04:36 UTC,Glooko,HealthCare.com,109105,suspicious
2017-06-02 21:07:11 UTC,Senic,Affirm,108911,suspicious
2017-07-26 09:49:14 UTC,Senti Biosciences,Chef,95276,suspicious
2018-02-08 04:57:34 UTC,HomeAway,Grand Rounds,17141,healthy
2017-10-09 08:27:42 UTC,Tesco,Cofense,188666,healthy
2018-02-17 08:35:19 UTC,Showpad,JW Player,29672,healthy
2017-07-30 02:39:47 UTC,OneWeb,AirMap,133161,healthy
2017-12-01 11:49:22 UTC,Stitch Fix,Influenster,187180,healthy
2017-08-16 11:14:44 UTC,First Solar,Atom Bank,132480,suspicious
2017-10-29 04:58:36 UTC,Talkspace,HealthCare.com,165985,suspicious
2017-09-09 16:21:49 UTC,Claire,Rani Therapeutics,88881,healthy
2017-06-20 11:37:58 UTC,Foundation Medicine,JW Player,41469,healthy
2017-05-26 06:03:50 UTC,Namely,Zum,54341,healthy
2017-09-15 15:30:23 UTC,Sea Limited,BitPesa,115467,suspicious
2018-01-31 07:28:23 UTC,Doodhwala,FanDuel,12116,suspicious
2017-02-28 02:34:59 UTC,Airtasker,IHS Markit ,42893,healthy
2017-03-29 00:00:53 UTC,GeoSpock Ltd.,Intuit,25688,healthy
2017-03-09 08:07:04 UTC,Bitt,Cloudera,184500,suspicious
2017-10-26 13:32:38 UTC,Quikr,The Walt Disney Company,83040,suspicious
2018-03-01 18:23:50 UTC,Vectra Networks,CyberX,183813,suspicious
2017-09-06 18:37:16 UTC,IHS Markit ,Poka Inc.,13463,suspicious
2017-03-27 20:52:35 UTC,Storj Labs,Bluecore,12569,suspicious
2017-03-18 10:22:38 UTC,Bench,Icertis,11019,suspicious
2017-03-30 02:56:38 UTC,Senti Biosciences,Coinbase,142357,healthy
2018-02-07 02:43:53 UTC,Knotel,KIXEYE,30228,healthy
2017-05-07 05:37:42 UTC,BitPesa,Namely,194593,healthy
2017-05-22 20:12:05 UTC,Rivigo,Bancor,148103,suspicious
2017-05-29 21:51:32 UTC,Cloudera,Vectra Networks,79351,suspicious
2017-03-22 18:49:51 UTC,Octiv,Bitmain,122165,suspicious
2017-03-17 00:02:40 UTC,Ucommune,Crunchbase,97727,healthy
2017-06-05 01:02:09 UTC,Upskill (formerly APX Labs),Vectra Networks,165017,healthy
2017-11-28 07:11:42 UTC,SaltStack,Shopify,3618,suspicious
2018-01-30 10:09:08 UTC,Crunchbase,Namely,67108,suspicious
2017-10-30 09:07:06 UTC,3D Systems,KnowBe4,70682,suspicious
2017-03-09 05:14:10 UTC,EVERFI,17zuoye,75180,suspicious
2017-05-11 07:49:25 UTC,HCL Technologies,Pepperfry.com,94604,suspicious
2018-03-11 02:28:36 UTC,Seeking Alpha,Quizlet,56814,healthy
2017-07-17 15:59:59 UTC,Kuaishou,Luminoso,38561,suspicious
2017-08-20 14:38:10 UTC,Farfetch,Rani Therapeutics,45951,healthy
2017-06-28 19:05:52 UTC,Ucommune,OneWeb,154625,suspicious
2018-01-12 19:59:19 UTC,Curatio Healthcare,Showpad,82316,healthy
2017-11-13 16:51:52 UTC,Moderna Therapeutics,Fair,122612,healthy
2017-10-14 19:44:03 UTC,Siri,RedLock,105783,healthy
2017-05-01 04:01:42 UTC,Peel,Vectra Networks,120412,healthy
2017-10-09 01:44:28 UTC,comScore,Siri,89516,suspicious
2017-03-24 13:35:50 UTC,Hotelogix,Tinyclues,75920,suspicious
2018-01-22 22:14:06 UTC,HealthCare.com,Hyperloop Transportation Technologies,100819,healthy
2017-10-28 22:40:43 UTC,Payfone,Concur Technologies,60231,healthy
2017-06-17 22:03:24 UTC,Blockchain,Acorns,75771,suspicious
2018-03-21 00:02:43 UTC,Wellthy Therapeutics Pvt Ltd,Sun Basket,154754,healthy
2017-08-21 19:34:22 UTC,Hyperloop Transportation Technologies,Taulia,85639,suspicious
2017-04-16 18:12:18 UTC,Fair,Magic,198442,healthy
2017-04-05 09:37:52 UTC,Icertis,AppNexus,181258,suspicious
2017-07-31 01:30:26 UTC,TechCrunch,"Nauto, Inc.",30376,suspicious
2018-02-21 06:30:50 UTC,Nazara Technologies,PharmEasy,108889,healthy
2017-07-29 16:52:32 UTC,SaltStack,Blue Apron,23967,suspicious
2017-07-13 15:46:34 UTC,Moovit,Future Mobility,70458,healthy
2017-04-22 17:23:16 UTC,Knotel,Senti Biosciences,153409,suspicious
2018-01-01 13:01:17 UTC,Nazara Technologies,Drover,170341,suspicious
2017-10-14 18:54:50 UTC,IHS Markit ,AppNexus,92559,healthy
2017-12-29 03:51:53 UTC,Relayr,Rani Therapeutics,10200,healthy
2017-04-19 17:17:50 UTC,Icertis,Mezi,164012,suspicious
2017-09-22 19:44:37 UTC,Kakao,Atom Bank,129505,healthy
2018-01-20 15:32:30 UTC,Cloudflare,ShipHawk,73632,suspicious
2017-12-15 23:57:49 UTC,Takeda Pharmaceutical,Qihoo 360 Technology,26765,healthy
2017-09-08 09:52:33 UTC,Bancor,Signal,64314,healthy
2017-06-28 20:02:19 UTC,Virtualitics,Wellthy Therapeutics Pvt Ltd,168530,healthy
2017-11-23 21:20:49 UTC,EVERFI,"Procore Technologies, Inc.",165514,suspicious
2017-10-20 15:20:22 UTC,Mayo Clinic,Atom Bank,129620,suspicious
2018-01-05 07:18:59 UTC,Deliveroo,FirstEnergy Corp.,187348,healthy
2017-11-10 09:05:23 UTC,Bazaarvoice,Luminoso,125952,suspicious
2017-09-06 09:47:50 UTC,Taulia,Leap Motion,138747,healthy
2017-07-04 03:48:48 UTC,GeoSpock Ltd.,Bitmain,48489,suspicious
2017-12-29 15:07:05 UTC,Farfetch,Rocket Lab,95416,suspicious
2017-04-26 17:58:35 UTC,Drover,Urban Ladder,145720,suspicious
2017-07-06 08:54:30 UTC,PharmEasy,AWAL,132771,healthy
2017-07-28 01:35:35 UTC,IHS Markit ,Ledger,90366,suspicious
2017-07-29 03:54:53 UTC,Honest Buildings,Airtasker,103706,healthy
2017-10-20 01:01:37 UTC,Qihoo 360 Technology,FirstEnergy Corp.,31817,suspicious
2017-11-05 06:45:03 UTC,IHS Markit ,Payoneer,158983,healthy
2018-02-24 13:59:28 UTC,Jana,Blue Apron,47380,suspicious
2017-11-27 23:52:33 UTC,Gaana,Moderna Therapeutics,181982,suspicious
2017-02-17 12:42:22 UTC,Showpad,ShipHawk,114836,healthy
2017-09-10 06:52:09 UTC,Acorns,Pantheon,75940,suspicious
2017-07-09 16:17:56 UTC,Rani Therapeutics,Virtualitics,29926,suspicious
2017-12-06 17:07:11 UTC,FanAI Inc.,FanDuel,123351,healthy
2018-02-07 16:21:43 UTC,Mayo Clinic,Moovit,32858,healthy
2017-05-03 16:17:26 UTC,HubHaus,Tinyclues,151357,healthy
2017-07-25 17:49:39 UTC,Affirm,Bitmain,144597,healthy
2017-03-01 19:32:06 UTC,Senti Biosciences,Hotelogix,77931,healthy
2018-02-07 10:44:46 UTC,Mayo Clinic,Bitt,185276,suspicious
2017-04-26 22:37:59 UTC,Vettery,Osmo,145271,healthy
2018-02-08 22:57:20 UTC,HealthCare.com,KIXEYE,68061,healthy
2018-02-28 08:12:27 UTC,FanAI Inc.,OneWeb,110827,suspicious
2017-10-11 22:57:24 UTC,Sun Basket,Verizon Communications,110954,suspicious
2018-01-24 14:56:25 UTC,Zwift,Signal Foundation,155495,suspicious
2018-02-14 09:29:22 UTC,Octiv,Magic,61321,suspicious
2018-02-14 04:58:06 UTC,Propel(X),Drive.ai,173465,suspicious
2017-02-17 22:18:20 UTC,TurnKey Vacation Rentals,Ucommune,151655,suspicious
2017-04-07 01:38:38 UTC,GeoSpock Ltd.,PhonePe,186180,suspicious
2017-08-05 17:00:58 UTC,Octiv,Vivino,104638,healthy
2017-07-11 21:57:22 UTC,Victorious,Kuaishou,158443,suspicious
2017-05-20 22:03:04 UTC,IFTTT,TechCrunch,154903,healthy
2017-11-22 14:22:54 UTC,Moovit,Index,189587,suspicious
2017-11-22 00:51:06 UTC,Chef,FireEye,24405,healthy
2018-01-16 19:15:30 UTC,"Procore Technologies, Inc.",WuXi AppTec,135172,suspicious
2018-01-21 14:16:51 UTC,Yelp,Distil Networks,158771,healthy
2017-12-03 12:14:13 UTC,Cloudflare,HQTrivia,187504,suspicious
2017-10-09 19:26:01 UTC,Udaan,WalkMe,38534,suspicious
2018-01-08 21:42:54 UTC,Humacyte,Cloudera,22456,healthy
2017-11-27 23:45:01 UTC,Signal Foundation,Voicera,115798,suspicious
2017-05-20 14:24:14 UTC,17zuoye,IHS Markit ,114365,suspicious
2017-02-24 18:32:15 UTC,Talkspace,Toutiao,111089,healthy
2017-11-17 09:01:13 UTC,Peel,Farfetch,162468,healthy
2017-07-22 06:58:38 UTC,Glooko,Toutiao,164650,suspicious
2017-07-26 15:19:28 UTC,Acorns,News Corp.,70768,healthy
2017-06-25 12:02:05 UTC,Cofense,Glooko,197199,healthy
2017-02-28 10:49:07 UTC,Qihoo 360 Technology,Alibaba,182748,suspicious
2018-03-09 16:29:16 UTC,Pantheon,Distil Networks,177259,healthy
2017-03-07 04:44:14 UTC,Sun Basket,FireEye,30255,suspicious
2017-06-29 04:44:22 UTC,Acquia,Wochit,90851,suspicious
2017-04-02 21:53:31 UTC,HealthCare.com,Pinterest,68878,healthy
2017-07-24 12:43:09 UTC,Senic,PagerDuty,120551,suspicious
2018-01-11 21:51:09 UTC,HealthCare.com,Wellthy Therapeutics Pvt Ltd,189476,healthy
2017-07-05 04:08:13 UTC,Ford Motor Company,Atom Bank,172289,suspicious
2017-12-05 01:12:29 UTC,Tesco,Senic,181837,healthy
2017-04-02 15:12:15 UTC,Acquia,"Nauto, Inc.",57967,healthy
2017-08-24 03:43:51 UTC,Concur Technologies,Intuit,120622,healthy
2017-02-08 11:28:25 UTC,BigID,WalkMe,77305,healthy
2017-09-17 03:21:44 UTC,Tinyclues,Withings,642,healthy
2017-02-11 15:24:13 UTC,CleverTap,Personal Capital,129679,healthy
2018-03-07 06:15:24 UTC,Mayo Clinic,Osmo,139950,suspicious
2017-11-19 15:38:20 UTC,The Walt Disney Company,Prelude Fertility,60659,healthy
2017-03-15 11:05:20 UTC,Jamf,Mayo Clinic,70675,suspicious
2017-09-02 09:23:58 UTC,Rani Therapeutics,Signal Foundation,172128,suspicious
2017-08-05 22:44:06 UTC,Crunchbase,Fair,21636,suspicious
2017-02-21 07:47:00 UTC,Humacyte,Dwolla,57472,healthy
2017-10-08 11:51:59 UTC,Dwolla,Penny,159639,suspicious
2018-03-18 12:43:26 UTC,Payfone,AWAL,146194,suspicious
2017-07-02 15:08:45 UTC,Power Ledger,Circle,29981,healthy
2018-03-05 07:44:03 UTC,AirMap,Showpad,142711,healthy
2017-05-28 03:53:59 UTC,Jana,Rani Therapeutics,134370,healthy
2017-09-08 20:33:51 UTC,Zwift,Ucommune,111394,suspicious
2017-02-20 04:46:31 UTC,KIXEYE,BigID,173573,suspicious
2018-02-11 01:08:58 UTC,WuXi AppTec,Shipt,45210,suspicious
2018-02-26 14:02:30 UTC,Personal Capital,CleverTap,37668,healthy
2017-02-07 02:00:16 UTC,Jamf,First Solar,51290,healthy
2017-11-24 13:47:54 UTC,HealthCare.com,Sea Limited,63779,suspicious
2018-02-09 00:40:39 UTC,Tesco,FanAI Inc.,56769,suspicious
2017-12-03 22:02:04 UTC,PagerDuty,Stitch Fix,14074,suspicious
2017-08-09 18:07:47 UTC,Influenster,Grand Rounds,199967,suspicious
2018-03-06 01:30:31 UTC,Puls,Future Mobility,164122,healthy
2017-11-20 21:36:52 UTC,3D Systems,EVERFI,9257,healthy
2017-03-04 19:38:41 UTC,Claire,Drive.ai,167009,suspicious
2017-05-10 23:57:00 UTC,Airtable,Prelude Fertility,124241,suspicious
2017-05-25 20:40:02 UTC,Airtable,DecaWave,6235,healthy
2017-07-28 15:23:53 UTC,Distil Networks,Vivino,101768,healthy
2017-06-16 00:27:08 UTC,Chef,Fair,17519,healthy
2017-07-08 12:59:27 UTC,Octiv,IDEAYA Biosciences,28838,healthy
2017-12-28 04:17:38 UTC,Blue Apron,Juicero,90738,healthy
2018-01-29 12:14:29 UTC,Talkspace,Ledger,176895,suspicious
2017-11-13 15:09:34 UTC,Knotel,Luminoso,177981,healthy
2017-03-29 23:18:21 UTC,"Phunware, Inc.",uBiome,72046,healthy
2017-06-06 05:47:15 UTC,comScore,Kuaishou,36497,suspicious
2018-01-15 16:29:59 UTC,Youku,Octiv,131884,suspicious
2017-09-29 21:55:50 UTC,Acorns,Jiffy,144210,suspicious
2018-02-27 06:54:18 UTC,SaltStack,PhonePe,76136,healthy
2017-04-20 06:42:21 UTC,Crunchbase,BigID,54824,suspicious
2017-11-14 23:37:55 UTC,Juicero,Quizlet,131476,healthy
2017-10-29 20:23:16 UTC,Vectra Networks,Moderna Therapeutics,168031,healthy
2017-10-16 00:48:06 UTC,DecaWave,Senic,63478,healthy
2017-03-12 15:52:59 UTC,Avast,Blue Apron,98757,suspicious
2017-03-23 21:50:30 UTC,Atom Bank,IFTTT,37454,healthy
2018-02-02 23:41:57 UTC,KnowBe4,Glooko,61704,healthy
2017-03-16 11:25:34 UTC,Youku,Via,166467,healthy
2018-01-23 21:49:58 UTC,Humacyte,Coinbase,183717,healthy
2018-01-04 04:18:28 UTC,Affirm,China Unicom,178574,suspicious
2017-12-22 01:21:01 UTC,Bazaarvoice,Sun Basket,19550,healthy
2018-01-15 18:27:21 UTC,Siri,Blockchain,162050,suspicious
2017-07-19 21:26:34 UTC,zulily,Prelude Fertility,4348,suspicious
2017-03-25 08:06:01 UTC,Foundation Medicine,Moderna Therapeutics,99529,suspicious
2017-12-14 03:39:09 UTC,Octiv,Quizlet,7413,suspicious
2017-10-06 23:05:20 UTC,Arctic Wolf Networks,Fair,67683,healthy
2017-07-24 16:17:50 UTC,bitFlyer,Urban Ladder,147555,healthy
2017-05-21 11:12:50 UTC,LiveRamp,Vettery,152305,suspicious
2017-10-07 22:40:28 UTC,Avvo,Deliveroo,143714,healthy
2018-01-10 00:24:16 UTC,Concur Technologies,3D Systems,64182,healthy
2017-09-19 22:57:03 UTC,CleverTap,iQiyi,111052,healthy
2018-03-13 12:23:31 UTC,Namely,Stitch Fix,182344,suspicious
2017-03-07 01:22:15 UTC,"Procore Technologies, Inc.",Vivino,31815,healthy
2018-01-04 22:34:19 UTC,OneWeb,Upskill (formerly APX Labs),59869,suspicious
2017-11-06 12:02:18 UTC,Jiffy,Updater,16055,suspicious
2017-06-30 06:43:13 UTC,zulily,Health Catalyst,68934,suspicious
2018-03-10 06:09:28 UTC,Blue Apron,Sphero,123643,healthy
2017-10-22 01:59:56 UTC,Moderna Therapeutics,Moderna Therapeutics,175182,suspicious
2017-04-03 22:04:44 UTC,Pepperfry.com,Doodhwala,154092,suspicious
2018-02-06 11:12:09 UTC,Yogome,Avast,154041,suspicious
2018-02-05 19:18:32 UTC,Moovit,SoundCloud,74034,healthy
2017-06-22 21:38:34 UTC,Propel(X),Foundation Medicine,145741,suspicious
2017-05-20 04:31:59 UTC,HealthCare.com,Yelp,34228,suspicious
2017-03-31 09:01:08 UTC,Youku,Apptio,63569,suspicious
2018-02-26 13:36:04 UTC,Qihoo 360 Technology,WuXi AppTec,81451,suspicious
2018-01-29 07:00:03 UTC,Dwolla,Grand Rounds,199634,suspicious
2018-03-20 12:59:23 UTC,Cognizant Technology Solutions,WuXi AppTec,174174,healthy
2017-12-23 16:45:26 UTC,Mayo Clinic,Chef,136958,healthy
2017-02-08 01:08:32 UTC,Concur Technologies,Personal Capital,191355,suspicious
2018-03-17 20:32:55 UTC,Senic,KnowBe4,197405,healthy
2017-12-01 19:22:18 UTC,Tesco,Sea Limited,48028,healthy
2017-08-19 17:54:51 UTC,Jana,Affirm,122532,healthy
2017-09-13 19:58:17 UTC,Moderna Therapeutics,Taulia,110119,healthy
2017-12-07 03:22:47 UTC,Jive Communications,HubHaus,199403,healthy
2017-10-16 05:08:06 UTC,PhonePe,Jiffy,19250,suspicious
2017-11-21 08:00:59 UTC,FireEye,Luminoso,61550,suspicious
2018-03-16 08:33:51 UTC,Showpad,IHS Markit ,101302,suspicious
2017-05-18 02:01:36 UTC,Avast,HubHaus,172242,suspicious
2018-01-21 18:25:20 UTC,FanDuel,Penny,174646,suspicious
2017-12-02 14:25:39 UTC,Cognizant Technology Solutions,Illumio,20024,suspicious
2017-09-12 05:12:10 UTC,FanAI Inc.,Apptio,151124,healthy
2017-09-27 07:19:25 UTC,Sphero,Gfycat,23697,suspicious
2018-03-16 14:53:20 UTC,zulily,"Nauto, Inc.",33996,suspicious
2017-11-03 19:32:59 UTC,HQTrivia,Foundation Medicine,46828,suspicious
2017-04-15 15:52:02 UTC,SugarCRM,Claire,13641,suspicious
2017-04-24 02:21:18 UTC,Bitmain,IFTTT,75463,suspicious
2017-07-14 12:02:57 UTC,Pinterest,IDEAYA Biosciences,94709,suspicious
2017-04-25 22:52:45 UTC,DataVisor,Cloudera,60992,healthy
2017-05-26 05:53:55 UTC,The Walt Disney Company,HealthCare.com,3363,healthy
2017-09-14 03:29:31 UTC,First Solar,GeoSpock Ltd.,116196,healthy
2018-02-12 23:52:05 UTC,Zwift,Knotel,50747,healthy
2017-11-28 06:54:03 UTC,Quikr,Luminoso,198393,healthy
2017-12-18 11:09:05 UTC,Circle,Coinbase,61955,suspicious
2018-02-25 14:50:41 UTC,Domo,Namely,199158,healthy
2018-03-22 06:59:46 UTC,Upskill (formerly APX Labs),"Procore Technologies, Inc.",37149,suspicious
2017-02-08 09:34:59 UTC,Symantec,Siri,99934,suspicious
2018-03-04 16:36:00 UTC,Bluecore,Chef,24929,suspicious
2017-04-30 20:55:43 UTC,Evergage,Talkspace,108316,suspicious
2018-01-05 06:33:01 UTC,Pepperfry.com,Crunchbase,36456,healthy
2017-05-19 21:20:27 UTC,RedLock,Fair,159414,suspicious
2017-07-31 18:26:54 UTC,Jiffy,Illumio,2824,suspicious
2017-10-05 04:42:00 UTC,Cloudera,Talkspace,181644,suspicious
2017-10-02 12:43:29 UTC,Kahoot!,Ford Motor Company,114711,suspicious
2017-04-11 17:50:34 UTC,zulily,IDEAYA Biosciences,105812,healthy
2017-05-21 20:19:55 UTC,Mayo Clinic,Knotel,37183,suspicious
2017-03-25 05:42:01 UTC,Luminoso,Airtable,80135,healthy
2017-07-21 04:53:30 UTC,Mezi,CleverTap,95037,healthy
2017-08-08 19:12:00 UTC,"Nauto, Inc.",Alibaba,74476,healthy
2017-05-30 10:24:58 UTC,Ford Motor Company,Hotelogix,121274,suspicious
2017-09-23 01:27:35 UTC,"Phunware, Inc.",WuXi AppTec,20312,suspicious
2017-09-01 12:36:19 UTC,Domo,JW Player,32444,healthy
2018-03-15 09:27:38 UTC,Acorns,Doodhwala,117585,suspicious
2017-10-23 00:46:27 UTC,HomeAway,Split Software,75752,healthy
2018-02-13 06:36:51 UTC,Quikr,KIXEYE,142076,healthy
2017-10-19 18:38:10 UTC,OneWeb,KKR & Co. (Kohlberg Kravis Roberts & Co.),130778,suspicious
2017-06-17 23:43:45 UTC,Namely,Pantheon,130705,suspicious
2017-03-23 14:31:02 UTC,Mayo Clinic,Split Software,3957,suspicious
2018-01-06 08:25:59 UTC,Via,Senic,73380,suspicious
2017-06-11 03:21:06 UTC,Payoneer,Bluecore,59563,healthy
2018-03-07 18:39:55 UTC,Cofense,Takeda Pharmaceutical,175599,healthy
2017-09-21 12:06:14 UTC,Leap Motion,Stitch Fix,186785,suspicious
2017-03-10 22:58:06 UTC,Vettery,ServiceNow,189445,suspicious
2018-03-02 15:36:00 UTC,LiveRamp,Rocket Lab,74490,healthy
2018-01-27 20:07:45 UTC,Penny,Knotel,168016,suspicious
2017-10-08 19:38:24 UTC,Crunchbase,Signal Foundation,155381,healthy
2017-08-10 14:40:49 UTC,TurnKey Vacation Rentals,Arctic Wolf Networks,49371,suspicious
2017-07-20 10:24:50 UTC,Siri,Osmo,56727,suspicious
2017-06-02 03:20:36 UTC,ENGAGE,"Nauto, Inc.",3990,suspicious
2017-02-19 19:38:55 UTC,Alibaba,"Phunware, Inc.",130983,healthy
2017-10-15 01:23:02 UTC,Deliveroo,SentinelOne,141818,suspicious
2018-01-06 10:57:49 UTC,Cognizant Technology Solutions,Fair,21288,suspicious
2017-10-17 18:21:48 UTC,Bluecore,Takeda Pharmaceutical,169201,healthy
2017-11-03 20:23:07 UTC,Juicero,HQTrivia,164052,suspicious
2017-07-20 19:55:12 UTC,Payoneer,Yoox Net-a-Porter Group,55256,healthy
2017-03-25 21:55:09 UTC,SentinelOne,Bazaarvoice,77056,healthy
2017-12-18 04:20:13 UTC,FirstEnergy Corp.,Zwift,110306,suspicious
2017-09-04 20:17:17 UTC,Leap Motion,Curatio Healthcare,16553,healthy
2017-05-23 03:09:50 UTC,Knotel,Airtable,188975,healthy
2017-05-28 19:19:37 UTC,Storj Labs,Moovit,86086,healthy
2017-02-03 00:44:01 UTC,Mezi,AWAL,32653,suspicious
2017-11-19 22:01:16 UTC,Split Software,Influenster,97975,suspicious
2017-05-13 20:15:45 UTC,uBiome,Prelude Fertility,82173,healthy
2017-09-16 23:44:08 UTC,Distil Networks,Rivigo,157902,suspicious
2017-08-30 08:00:11 UTC,BitPesa,TurnKey Vacation Rentals,39834,suspicious
2017-09-17 16:04:30 UTC,"DailyPay, Inc.",Kuaishou,196860,suspicious
2017-09-05 19:02:21 UTC,Qihoo 360 Technology,Cloudflare,20365,suspicious
2017-11-12 02:15:11 UTC,Deliveroo,Airtable,57727,suspicious
2017-11-18 11:08:55 UTC,Taulia,SugarCRM,97309,suspicious
2017-12-19 08:05:40 UTC,TechCrunch,BitPesa,199386,suspicious
2017-10-12 10:55:40 UTC,Withings,Apptio,159591,healthy
2018-02-06 00:30:43 UTC,Wellthy Therapeutics Pvt Ltd,Split Software,18537,suspicious
2017-10-17 14:45:50 UTC,Acquia,Signal Foundation,90047,healthy
2018-02-04 09:44:12 UTC,Jana,HubHaus,68761,suspicious
2017-09-09 23:21:57 UTC,Kuaishou,Cloudflare,108139,healthy
2018-02-28 11:53:37 UTC,Mezi,FanDuel,150663,suspicious
2017-09-02 18:50:39 UTC,KIXEYE,bitFlyer,117189,suspicious
2018-02-03 21:12:23 UTC,FireEye,Jive Communications,13529,suspicious
2018-01-23 23:41:11 UTC,Crunchbase,HealthCare.com,83801,healthy
2017-09-21 11:48:52 UTC,Dialpad,Puls,7802,healthy
2017-02-18 13:39:33 UTC,Family Pet,Payoneer,37606,suspicious
2017-05-25 22:37:58 UTC,PhonePe,Jamf,191757,suspicious
2018-02-07 07:25:54 UTC,Honest Buildings,Luminoso,173229,healthy
2017-05-24 06:35:51 UTC,Nazara Technologies,Sea Limited,180985,suspicious
2017-09-10 17:55:03 UTC,bitFlyer,SaltStack,104608,healthy
2017-07-24 03:55:11 UTC,Shipt,Icertis,47322,suspicious
2017-09-01 05:53:45 UTC,ShipHawk,Doodhwala,141451,suspicious
2017-05-03 10:28:55 UTC,Deliveroo,Takeda Pharmaceutical,60397,suspicious
2017-02-02 10:54:32 UTC,Osmo,HubHaus,79517,healthy
2017-11-17 05:43:39 UTC,Foundation Medicine,Moovit,89234,suspicious
2017-08-02 00:34:05 UTC,Quikr,Vivino,29011,healthy
2017-08-14 17:17:49 UTC,Mezi,PharmEasy,160405,healthy
2018-02-02 02:53:59 UTC,Drover,Doodhwala,185480,healthy
2017-04-22 16:55:55 UTC,IHS Markit ,Sun Basket,165020,healthy
2017-08-20 22:24:09 UTC,FirstEnergy Corp.,Evergage,62742,healthy
2017-11-19 07:35:06 UTC,The Walt Disney Company,Rivigo,169197,suspicious
2017-10-24 04:57:56 UTC,Tinyclues,Verizon Communications,174252,suspicious
2017-06-25 16:56:21 UTC,Jiffy,Influenster,1965,healthy
2018-03-18 00:48:10 UTC,Ancient Nutrition,Deliveroo,30992,healthy
2017-11-12 15:30:14 UTC,Kobalt,Symantec,109152,suspicious
2017-05-24 22:07:20 UTC,ServiceNow,IDEAYA Biosciences,30088,suspicious
2017-03-06 17:28:57 UTC,Pantheon,Via,55054,suspicious
2017-12-14 14:47:07 UTC,Affirm,Via,123554,healthy
2017-03-18 02:01:31 UTC,Takeda Pharmaceutical,Zagster,87010,suspicious
2017-03-19 01:54:41 UTC,Octiv,Bitmain,85743,suspicious
2018-01-08 17:41:40 UTC,"DailyPay, Inc.",Cofense,126449,healthy
2018-01-30 23:15:52 UTC,Mezi,Rivigo,56247,healthy
2017-02-15 21:34:04 UTC,Kobalt,PagerDuty,115937,suspicious
2017-09-03 11:30:42 UTC,Ucommune,Humacyte,98558,healthy
2017-12-12 15:57:53 UTC,China Unicom,Zwift,21645,healthy
2017-03-07 04:49:57 UTC,Foundation Medicine,Pepperfry.com,74379,healthy
2017-12-23 20:06:13 UTC,FireEye,Moovit,171349,healthy
2017-07-03 16:59:16 UTC,GeoSpock Ltd.,Dialpad,189073,healthy
2017-11-10 22:07:31 UTC,Icertis,Coinbase,55389,suspicious
2017-04-26 02:45:44 UTC,Peel,JW Player,52804,suspicious
2017-03-21 09:06:04 UTC,Drive.ai,Ledger,176586,suspicious
2017-02-05 05:24:16 UTC,Ledger,Airtable,46594,healthy
2017-12-08 11:15:40 UTC,Intuit,WalkMe,19143,suspicious
2018-03-01 10:51:05 UTC,Gaana,Voicera,17154,healthy
2017-10-18 18:49:25 UTC,Toutiao,WalkMe,84956,suspicious
2017-10-04 22:12:22 UTC,Payoneer,Rivigo,165278,suspicious
2017-08-02 00:26:39 UTC,Kuaishou,Gfycat,90428,suspicious
2017-10-27 06:56:07 UTC,Airtasker,Stitch Fix,60202,healthy
2017-05-06 01:00:17 UTC,Distil Networks,zulily,93800,suspicious
2018-03-13 15:18:35 UTC,Glooko,News Corp.,21187,suspicious
2017-09-02 16:51:19 UTC,Apptio,Apptio,189280,healthy
2017-06-22 19:47:59 UTC,FirstEnergy Corp.,TurnKey Vacation Rentals,55660,suspicious
2017-07-03 11:29:07 UTC,"DailyPay, Inc.",Tinyclues,123868,suspicious
2017-05-09 13:49:03 UTC,Yelp,News Corp.,145952,healthy
2017-05-30 00:48:59 UTC,Kiddom,Concur Technologies,169472,suspicious
2017-12-09 07:03:06 UTC,Ford Motor Company,Zwift,154943,suspicious
2017-08-09 04:54:49 UTC,Honest Buildings,IDEAYA Biosciences,110892,suspicious
